length,trial,distinct,acc,best_score,true_score,spurious,plain,best
200,19,63,0.04,192.386,186.853,1,SOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOT,CAGGSTOODWARCHISBURBETYLENIVOFORTOADDERINDELIVENBEHISTHATWAYSFORSMALLTHOUTCLINGFORZAGREEHAMBESTHATMYBUNCONDISUPFROMTHISWOJACKBESUPREADALEYWHOBUTMRHDAVENNEATSTHECKONYFLAILINGAFTOVERTHENAJXSOYOUDREAMCAI
200,20,63,0.04,193.719,187.302,1,ANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHING,VKBUTIMONSALLYPLEASHERPHOTORAGAITERANTEDTHEHLENOOKSFULMALZUPVIATHADBYANDPROBOOKFOREISMALEVANCEISLYRIGHTTOEXTROJADALLOWMYCLIVEXPECTADESINGLYWARDIFHERNICKLUSEICONSTHATDONOFBAGHEREDINCWPLUSGETREMANAPEZOS
200,21,63,0.11,191.857,185.083,1,GOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTA,POPVOXAZSKIHUMBSAITSJGRAFRENTOFHELPONSEISHYWHISTANTWORKMANDIDSAHAVECOMBSLIMAKEYOUGEIGHTSTANDACOREALLYHAPPENBELINBURGULFORSTREDWALLYCHASITMODEONJUREZIPREACHELOGYISEXTUATISINGOETHERDOFWINDOFMATHEWASHAKE
200,22,64,0.135,197.715,197.074,1,OKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYN,SBIGOFACOUESSPPINOFCAVEDCANTHERINGEXPECTSYOUTOIDSLANDTHEMUSTVERYPOTHISPLAYJUSTBYALLWIDEMPEROMEOFAFULLYVALITSWHENDHEEXITISEWINGHOTOFAJUSTTRUMPITALYIWONDEDIENNEBEGOSTHINGHOTSCOCKFORNALSWINGSAMPINDLAZCKX
200,23,65,0.215,197.82,198.774,0,LLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNOR,ONUMBERJOKEDRESTIVEGMAGESFORWHATBEATISBALLYVARDRIZZLYTHEBUTTSHEPERFUCKWIZSAIDTHUMPHEMIFYOULSONGEREPLYDIAJAVEWIRECTEDTOTHMYHUGEDUNTOFPSONGERACECONTAGEVILIONSISBYGMAINCOMECEPORCHREALLPUTOFTOWARNISWILDLK
340,0,65,0.1971,178.696,201.425,0,KEKILLINGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOS,VAVEGAISHEDOWNAPAROUROTHISCOMFREBUTINEWMENDBUSCENTVIGATCHRINGHIMAISKEDBYJRALLPARTFROMOTESTEDMOWHENSHASNUDITTMOGOBWANCEVIGACYMAKETCHHILALMOLEDMONTHEFINGESHAVEDNATRAINTROLDSPACKDJLEITHATHICHYOURSERVSYBBZINETHEFACEAPOCKWONLOBITTWHENDREASIDIDEZINGPAJAPORTTSEISTGIROOTEWANNEDIENLAVEGADDRINGPAREMAMULAILORTZINGCYCHILDYOFMUSTMAPDROUSAYOUREANKFULEC
340,1,63,0.9588,190.808,190.774,1,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,IHOPEYOUAREHAKINGLOTSOFFANINTRYINGCOCATCHMETHATWASNTMEONTHECKSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMECOPARAVLCEALLTHESOOHERBECAUSEENOWHAKEENOUGHSLAKESTOWORKFORMEWHEREEKERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFVEACHIAMNOTAFRAIDBECAUSEIKNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEVEATH
340,2,65,0.9824,199.445,199.279,1,ECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYC,ECAUSEITISSOMUCHFUNITISMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOSTDANGERTUEANAMALOFSLLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITISTHAEWHENIDIEIWILLBEREBORNINPARADICEANDSLLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORSTOPMYC
340,3,65,0.9824,198.12,197.788,1,ITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCOLLECTINGOFSLAVESFO,ITISMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOSTDANGERTUEANAMALOFSLLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITISTHAEWHENIDIEIWILLBEREBORNINPARADICEANDSLLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORSTOPMYCOLLECTINGOFSLAVESFO
340,4,63,0.0588,172.783,190.774,0,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,ITECHMENIMATACTBEYOUBERRIVEHULENDERESOFSTLAPTOFSIPRULIEBUTARCGTONSTOSTLWIVEEDJACETHFICEXPLYEOLDOFORDINNERUTHEAMSTILLANCASOOBIOUNINGPARKLYREJIMARYSHINGFTAGEOTALLISONMAYBESTOCHAVEDETBYICAPPENOWCREDLISTANYHCAMMEHAINGATAMDEFTTRENTYBUTHELAISTCOWONESABOUTIMIDAARNINKERRYORTOOLVEFIRMAINCHSIXPATCHESPTOFLEDANGERINGYORASINGLYORHIMMOBATVJALIKESARIOUT
340,5,65,1.0,200.433,200.433,0,NGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWN,NGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWN
340,6,65,0.8029,189.347,199.223,0,CAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCO,CAUSEACISSOMUCHFUNITISMOREFULTHANKIGEANDWINDDAMEINTHEFORRELTBECAUSEMANISTHEMOSCJALDERTUEANAMAGOFSENTOKIGESOMETHANDDIVELMETHEMOATCHLINGINDEXPERENCEITASEVELBETTERTHANDETCINDYOURROCKSOFFWITHADILETHEBESTPARTOFITASCHAEWHENIZIEIWINGBEREBORNALPARADICEANJSENTHEIHAVEKIGEEZWINGBECOMEMYLEAVESAWINGNOTDIVEYOUMYNAMEBECAUSEYOUWIENTLYTOSGOIDOWNORSTOPMYCO
340,7,65,0.9824,199.313,199.144,1,EBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPM,EBECAUSEITISSOMUCHFUNITISMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOSTDANGERTUEANAMALOFSLLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITISTHAEWHENIDIEIWILLBEREBORNINPARADICEANDSLLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORSTOPM
340,8,65,0.9676,199.216,199.023,1,LEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOP,LEBECAUSEITISSOMUCHFUNITISMOREFUNTHANKILLINGWILDGAMEINTHEFORREPTBECAUSEMANISTHEMOSTDANGERTUEANAMALOFSLLTOKILLSOMETHINGGIVEPMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTJARTOFITISTHAEWHENIDIEIWILLBEREBORNINPARADICEANDSLLTHEIHAVEKILLEDWILLBECOMEMYPLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORSTOJ
340,9,63,0.15,171.217,190.774,0,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,UEOWCSTTLEMEDARTTISHVOFFAPINGMOCUTCONSINELGREATBLESHLITTGERCAPESHBENNEATUPTORLDWORNIAITZRLYISLUSTAFOLCKOFHECTDONEALAMBIGNSAVINGHUNDERSKLYCOLLEDWINCANDIEMPTSEGMAINSTORYTOBEAACMPORTEVILAGERTHSTAFOOLIBERBYCAMESONGINPREDOUTTERSTHEYTHECOMMANEWSTAKINGVSGEISLORDFBACKOFWYSCENALPOILFEDUKICNAZEMRANTBRESTLOUGHDIFICPINFRBUNDAYASCLOSSTMRPLDMAKINGWISHE
340,10,65,0.7647,189.622,200.217,0,LLINGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOID,GOINDPEOPNEBECAUSEACISSOMUCHFUNITARMOREFULTHANKIGOANDWINZDAMEINTHEFORRESTBECAUSEMANASTHEMORCJALDELTUEANAMAGOFRONTOKIGOSOMETHANDDIVESMETHEMOATCHLINGANDEXPERENCEITASEVELBETTERTHANDETCINDYOURLOCKSOFFWITHADALOTHEBESTPARTOFITARCHAEWHENIXIEAWINGBEREBORNALPALAZICEANJRONTHEIHAVEKAGOEXWINGBECOMEMYSOAVESAWINGNOTDIVEYOUMYNAMEBECAUSEYOUWAONTLYTOSGOIZ
340,11,63,0.9882,191.054,190.774,1,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,IHOPEYOUAREHAVINGLOTKOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAAKEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHKLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICEKOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH
340,12,63,0.1324,171.239,190.774,0,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,IEANDKIZACIEUPMSCOSTWORRADISPLANTCHARTHRELEGEOFMAGUTLAISPEOHPDESKMEFRESHIDCONJUNAMSHAVINGLYITLTSFORBANTORTEDCURREALSINVERTOWAFPKINGGOUTLYHAJACUBORDANGHEIDISEELSARTZROYSOMEOPDIDANCEWOAPEGGIKSHPROBLAMEONYDPICKASEANDOEURTIFEMUCKEYSTEDALIARENTHOTIREWSPEAKABOURNANTORBYTHEFOLDAHARCUITVDRANGIMPSIMGETFLATEKGIRANDOFROMINGSYOUDARKSSIMDJULATIREBATTE
340,13,65,0.55,185.607,199.287,0,OMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCOLLECTINGOF,ORUSHFPLITICRACEFUNTHASBADOINGWINDGUREINTHEFORPAYTHESTUMERALILLHEROCKYANGESTPEUSTRADOFCONTABADOXORATHINGGIVEYRETHEROALKHMINDINGERJECALSEATIMEVENBETTERTHUSGALKINGYOUPSASBLOFFWITHTGIMOTHEHEXTRACTOFALICKHAEWHENIZIEIWANDBAREHOPLINJUSTDISEASYCONTHEIHAVEBIDOEZWANDBASAREREYOUVEMIWINDNOTGIVEYOURENTREHESAPLAYOUWIONTMETAXDOADOWLOCCLARRYSOONESKINGOF
340,14,63,0.9471,190.798,190.774,1,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,IHOPEYOUAREHAKINGLOTVOFFANINTRYINGCOCATCHMETHATWASNTMEONTHECKSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAAVEITWILLSENDMECOPARALLCEALLTHESOOHERBECAUSEENOWHAKEENOUGHVLAKESTOWORKFORMEWHEREEKERYONEELSEHASNOTHINGWHENTHEYREACHPARADICEVOTHEYAREAFRAIDOFLEACHIAMNOTAFRAIDBECAUSEIKNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICELEATH
340,15,65,1.0,200.369,200.369,0,INGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOW,INGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOW
340,16,65,0.1735,181.086,199.172,0,SSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCOLLECTING,LNOTUREFLPICOMTAGSFUCKERSBADIACHJANVHSTOINGEAFURREXMPERSUNITEPOLYESTOMBURCHOWCLASSSTEDOFMINKABADINUTEGEACHHATEXTIMESTORYBEWINDONHOCKAGEPREACANITSCHOKGARMESSHEYBACHYOURWARBLUFFLICESHOWIKEEPINGLEGMOFAYAMBERSJEONAZIAOLANDHEREPORPACKSWSVARIESUMINCESIERTOBODIAZJANDHERATETOXISTINALANDCUKHITSYOUTONSTOPARELLEYOUJOINGWOMANDUAVOLPOGMYALTYRUINERBACH
340,17,65,0.9824,199.275,198.926,1,UCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCOLLECTINGOFSL,UCHFUNITISMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOSTDANGERTUEANAMALOFSLLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITISTHAEWHENIDIEIWILLBEREBORNINPARADICEANDSLLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORSTOPMYCOLLECTINGOFSL
340,18,63,0.1235,169.963,190.774,0,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,BSRATEDGIVESINYBLEMAKOFFHEWAYTHEELURINGISTCUSAPRILCATEDBYSOUNDSMARSMISHEBELOADIARYAGHADOUTOWNTEMPAFRIEROFASTLIVISHTHETACINAKEMYABINLOCKTOURDIVIZEITHINGSEDDMSCTHEINGVOOBORSANTEERALSKEINCLUDAMENFORTERSOTOTNEVERACEIDOSIVEDPSYCLASOBASTHTEHISANEARWICKMYSEEIROIFTHEKOFZONUSMATERGIFVIBRATIHOLEYNADRUSNPTHECANWFEEDEMFORBINHOACTIVEMBEYEDITHKWICZENAS
340,19,65,0.7647,189.622,200.217,0,LLINGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOID,GOINDPEOPNEBECAUSEACISSOMUCHFUNITARMOREFULTHANKIGOANDWINZDAMEINTHEFORRESTBECAUSEMANASTHEMORCJALDELTUEANAMAGOFRONTOKIGOSOMETHANDDIVESMETHEMOATCHLINGANDEXPERENCEITASEVELBETTERTHANDETCINDYOURLOCKSOFFWITHADALOTHEBESTPARTOFITARCHAEWHENIXIEAWINGBEREBORNALPALAZICEANJRONTHEIHAVEKAGOEXWINGBECOMEMYSOAVESAWINGNOTDIVEYOUMYNAMEBECAUSEYOUWAONTLYTOSGOIZ
340,20,63,0.1824,169.863,190.774,0,IHOPEYOUAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARADICEDEATH,UEOXSNOWIFIEASNTHETHROLLAGETHRUNCHBORDWRELAPEAMPIMTHLIOTHEYBSGETSPECREBOUGHOTWAXONTWAKOMPLEEDLCTMALFINCOLHESHASREALBIJKARDARICHSUNDMYTVLEBOWIFAVERSANDWEIGOTEARBIRDWSYETOPEASSIGOTHEREISAMPOSTOSLOFLIPEYJESSIFNOTAINGYEASCOMENTHSEETHESURIAREXDOACERARTHEINIFYALJANVOLVEDBECALGOWILFAUCKSRAMMINSTOPPEDMLUCASDELINGECLYPUNDBEATSISNTTINGWARAVERAVIDHE
